day,power_consumed,weather_index,holiday_index,maximum_temperature,humidity,wind_velocity,pressure,rainfall
2012-12-06,13.24386758,1,0,4.84,-1.32,3.07,1013.58,5528
2012-12-07,13.04123282,0,0,6.33,1.59,5.63,1001.72,5528
2012-12-08,13.01670989,1,0,6.46,1.79,2.14,1023.19,5529
2012-12-09,13.66113004,0,0,8.66,3.43,5.44,1018.89,5529
2012-12-10,12.76696218,1,0,5.59,0.61,3.93,1022.18,5527
2012-12-11,11.98945098,1,0,2.7,-1.19,1.67,1029.42,5528
2012-12-12,13.51378687,1,0,1.8,-2.29,0.73,1020.51,5527
2012-12-13,13.58304776,1,0,1.58,-1.81,2.09,1005.66,5528
2012-12-14,13.32838864,1,0,10.34,5.46,4.22,985.82,5527
2012-12-15,12.70102985,0,0,11.17,6.32,4.93,991.49,5528
2012-12-16,12.9962699,1,0,9.82,5.42,3.07,999.72,5528
2012-12-17,12.15473277,1,0,9.1,4.71,3.79,1001.69,5527
2012-12-18,12.13249197,1,0,7.96,4.36,2.17,1014.41,5541
2012-12-19,12.60263146,1,0,7.44,4.27,4.02,1016.68,5530
2012-12-20,12.46182567,1,0,9.57,7.49,3.54,1002.52,5524
2012-12-21,11.9793543,1,0,9.69,6.22,3.21,1009.54,5518
2012-12-22,12.58378702,1,0,13.07,9.32,3.91,1005.25,5517
2012-12-23,12.14424193,0,0,13.08,9.3,5.51,1003.59,5514
2012-12-24,12.28739561,1,0,12.3,8.28,4.28,999.12,5513
2012-12-25,12.74942956,1,1,9.14,6.27,4.39,995.66,5515
2012-12-26,11.88389189,0,1,10.18,5.73,5.05,1004.15,5513
2012-12-27,12.04529644,1,0,7.97,4.81,4.09,1005.46,5512
2012-12-28,11.96933158,1,0,12.34,7.73,4.78,1016.76,5513
2012-12-29,11.86778618,0,0,11.97,7.41,7.6,1004.18,5514
2012-12-30,12.09746309,0,0,10.9,3.9,6.82,1009.95,5513
2012-12-31,12.10334379,0,0,9.24,3.28,4.55,1007.65,5512
2013-01-01,12.0401364,1,1,7.49,2.4,4,1016.89,5513
2013-01-02,12.20786012,1,0,10.82,5.41,3.72,1023.12,5512
2013-01-03,11.59259869,1,0,11.41,9.12,4.36,1032.61,5512
2013-01-04,11.60814001,1,1,10.79,7.31,4.28,1037.15,5514
2013-01-05,11.92839608,1,0,10.66,7.82,3.15,1035.16,5514
2013-01-06,12.6468483,1,0,8.61,7,2.23,1032.19,5511
2013-01-07,11.86399855,1,0,9.08,6.78,3.27,1026.88,5513
2013-01-08,11.43161897,1,0,11.23,7.77,3.71,1024.17,5514
2013-01-09,11.52057008,1,0,9.21,5.61,0.93,1021.19,5515
2013-01-10,12.27897896,1,0,3.43,1.46,1.55,1015.8,5513
2013-01-11,12.31758468,1,0,5.7,1.68,0.4,1017.62,5509
2013-01-12,13.29932232,0,0,4.53,0.79,4.76,1012.97,5507
2013-01-13,13.89564222,1,0,3.48,-1.76,3.13,1018.81,5509
2013-01-14,13.40979285,1,0,2.94,-0.61,2.08,1011.47,5508
2013-01-15,13.16321391,1,0,2.38,-0.89,3.28,1008.99,5507
2013-01-16,13.36723996,1,0,-0.06,-2.6,0.93,1013.33,5505
2013-01-17,13.50324591,1,0,2.88,-2.88,1.01,1017.44,5502
2013-01-18,14.29872815,0,0,1.33,-2.88,5.2,1004.05,5503
2013-01-19,14.9769064,1,0,0.85,-1.83,4.16,997.28,5502
2013-01-20,15.29555344,1,0,0.08,-1.87,3.18,994.89,5502
2013-01-21,13.86969151,1,0,1.17,-1.86,1.22,994.61,5501
2013-01-22,13.74920055,1,0,2.82,-1.46,3.44,1001.55,5500
2013-01-23,13.55199545,1,0,2.82,-0.68,4.23,1007.72,5501
2013-01-24,13.58059123,1,0,2.23,-1.81,2.07,1016.41,5497
2013-01-25,13.63721747,1,0,2.98,-2.16,3.2,1014.52,5495
2013-01-26,13.06676014,1,0,7.56,2.87,3.61,1006.45,5495
2013-01-27,13.15966169,0,0,10.26,4.08,6.6,997.84,5495
2013-01-28,12.55883476,0,0,10.54,4.14,5.95,1005.47,5495
2013-01-29,11.82765775,0,0,13.09,9.99,7.22,1003.25,5493
2013-01-30,11.27902712,0,0,12.56,5.96,7.85,1006.93,5493
2013-01-31,11.49410678,0,0,9.94,4.39,7.3,1012.39,5488
2013-02-01,11.8057825,1,0,8.03,3.73,2.83,1002.38,5485
2013-02-02,12.57215257,0,0,5.56,-0.82,4.97,1015.47,5486
2013-02-03,13.52520703,0,0,9.12,2.24,4.32,1018.69,5487
2013-02-04,11.81802407,0,0,10.2,3.74,6.82,1012.2,5485
2013-02-05,12.20409444,0,0,6.44,-0.18,7.3,1000.03,5485
2013-02-06,12.453266,0,0,6.16,0.5,6.04,1006.64,5485
2013-02-07,12.43567888,0,0,5.53,-1.83,3.57,1017.82,5484
2013-02-08,12.31499562,1,0,5.59,-0.32,3.08,1019.29,5483
2013-02-09,13.08067974,1,0,3.68,0.73,0.68,1018.79,5483
2013-02-10,13.81277549,1,0,4.73,2.29,4.86,999.65,5483
2013-02-11,13.27570131,1,0,1.88,0.27,3.36,999.17,5484
2013-02-12,13.14933589,1,0,2.24,-2.12,2.87,1015.13,5484
2013-02-13,12.91586186,1,0,3.09,-2.72,3.48,1021.27,5480
2013-02-14,12.18981055,1,0,10.59,4.54,2.96,1011.45,5479
2013-02-15,11.75610402,1,0,9.76,2.22,2.49,1019.7,5480
2013-02-16,11.76116609,1,0,10.13,1.36,1.11,1023.52,5479
2013-02-17,12.25360208,1,0,9.49,1.91,2.79,1021.74,5476
2013-02-18,11.72236035,1,0,7.65,1.32,2.86,1020.42,5478
2013-02-19,11.58244497,1,0,10.12,0.3,0.4,1019.55,5470
2013-02-20,11.9170075,0,0,4.88,-0.48,4.86,1023.08,5466
2013-02-21,12.76103914,0,0,2.28,-5.51,5.58,1023.97,5468
2013-02-22,13.07245706,0,0,1.36,-5.38,4.79,1020.5,5461
2013-02-23,13.4850262,0,0,1.74,-4.22,3.92,1020.81,5459
2013-02-24,14.23521308,0,0,2.35,-3.17,4.47,1023.88,5458
2013-02-25,13.27327765,0,0,4.39,0.51,4.8,1026.97,5460
2013-02-26,12.77751969,1,0,4.93,2.55,4.34,1032.15,5459
2013-02-27,12.25548892,1,0,6.11,0.84,4.4,1034.17,5459
2013-02-28,12.20673318,0,0,7.26,0.96,4.25,1029.69,5442
2013-03-01,12.27309632,1,0,6.62,0.98,3.77,1029.18,5440
2013-03-02,12.5520763,1,0,4.69,-1.48,2.02,1027.67,5439
2013-03-03,12.95046103,1,0,7.83,0.26,2.2,1023.52,5440
2013-03-04,11.68270787,1,0,8.99,0.86,3.66,1013.74,5436
2013-03-05,11.05523202,2,0,16.06,3.28,1.6,1004.57,5435
2013-03-06,10.8669426,2,0,13.14,4.95,2.41,1000.69,5436
2013-03-07,11.09104472,1,0,9.63,7.51,2.2,996.96,5434
2013-03-08,11.13497661,1,0,9.61,8.38,1.75,997.56,5429
2013-03-09,11.78818033,1,0,8.01,4.62,2.52,1002.41,5429
2013-03-10,13.05691751,0,0,3.45,-0.37,5.05,1005.94,5431
2013-03-11,13.33081053,0,0,1.22,-4.67,8.17,1007.26,5431
2013-03-12,13.06883385,0,0,3.86,-5.54,6.81,1008.83,5429
2013-03-13,12.32193586,0,0,6.42,-1.54,3.65,1010.59,5426
2013-03-14,11.98676512,1,0,6.56,-3.24,1.81,1015.57,5424
2013-03-15,11.79479705,0,0,8.27,2.72,5.82,1007.6,5425
2013-03-16,12.39868492,0,0,7.51,4.27,6.75,996.08,5424
2013-03-17,12.79764828,1,0,7.3,3.16,2.1,990.34,5422
2013-03-18,12.01201402,1,0,7.35,2.21,0.73,991.02,5421
2013-03-19,11.58508576,1,0,7.72,1.92,1.56,997.51,5422
2013-03-20,11.8595714,1,0,5.87,1.59,2.37,1006.74,5420
2013-03-21,11.69523446,0,0,6.27,-0.18,4.73,1015.96,5421
2013-03-22,12.28209428,0,0,5.01,0.38,7.92,1009.8,5420
2013-03-23,13.67346502,0,0,3.06,0.43,6.42,1009.85,5417
2013-03-24,14.4233281,0,0,1.53,-2.86,6.06,1012.85,5416
2013-03-25,13.34482093,0,0,1.81,-4.59,5.95,1014.28,5417
2013-03-26,13.12631499,0,0,1.75,-4.69,4.99,1013.39,5416
2013-03-27,12.70717384,0,0,3.82,-4.47,3.95,1011.63,5413
2013-03-28,12.26301831,0,0,4.08,-3.94,3.57,1012.3,5407
2013-03-29,12.43824154,0,1,5.31,-4.23,3.52,1010.88,5407
2013-03-30,12.00875379,0,0,4.87,-2.47,3.61,1011.38,5410
2013-03-31,12.14971386,0,0,5.88,-3.45,5.5,1011.52,5410
2013-03-31,12.14971386,1,0,4.96,-3.57,2.8,1014.56,5410
2013-04-01,12.19010768,0,0,7.71,-4.69,5.5,1014.63,5405
2013-04-02,11.46196616,0,0,4.09,-3.7,5.84,1017.4,5407
2013-04-03,12.12821162,0,0,2.91,-2.06,5.76,1014.22,5406
2013-04-04,12.42413006,0,0,7.34,-3.08,5.89,1015.19,5405
2013-04-05,11.93287634,2,0,9.87,-2.24,2.75,1023.34,5402
2013-04-06,11.29102074,2,0,10.37,-2.76,2.04,1020.37,5401
2013-04-07,11.34947944,0,0,9.99,-0.36,4.97,1005.84,5400
2013-04-08,10.78125764,1,0,8.81,3.41,3.87,997.5,5399
2013-04-09,11.09503279,1,0,10.59,3.18,1.07,1003.54,5398
2013-04-10,10.58029577,1,0,11.3,6.18,2.28,997.1,5396
2013-04-11,10.75695403,1,0,11.51,6.92,3.04,997.53,5395
2013-04-12,10.56867637,1,0,11.42,7.01,4.42,1011.09,5395
2013-04-13,10.7478795,0,0,19.88,9.24,6.56,1013.12,5394
2013-04-14,10.22908789,0,0,15.43,7.8,5.4,1016.86,5393
2013-04-15,9.499998145,0,0,16.55,6.83,5.75,1015.5,5393
2013-04-16,9.407926,0,0,17.95,9.18,5.53,1014.48,5392
2013-04-17,9.351381747,0,0,14.11,4.05,8.12,1013.1,5391
2013-04-18,9.42696864,2,0,11.95,3.68,2.33,1025.56,5389
2013-04-19,9.620952257,2,0,13.14,1.01,2.21,1032.63,5383
2013-04-20,9.671742618,2,0,14.12,0.96,2.14,1021.92,5385
2013-04-21,10.1820039,0,0,14.32,5.68,4.12,1016.11,5388
2013-04-22,9.589690064,2,0,20.25,8.31,3.48,1019.23,5385
2013-04-23,8.827636702,2,0,19.35,9.87,3.03,1023.67,5384
2013-04-24,8.654983661,2,0,22.08,10.36,3.2,1020.93,5386
2013-04-25,8.427985338,2,0,13.28,3.07,3.42,1015.24,5388
2013-04-26,8.941208209,1,0,10.36,1.85,2.7,1015.1,5384
2013-04-27,9.695232671,2,0,11.59,0.63,3.27,1017,5381
2013-04-28,10.17156477,2,0,13.41,2.25,4.51,1016.36,5381
2013-04-29,9.222529641,2,0,13.71,2.28,2.84,1024.5,5381
2013-04-30,9.007757064,2,0,16.32,1.83,2.95,1024.26,5380
2013-05-01,8.956009294,2,0,16.96,-1.68,2.9,1022.7,5380
2013-05-02,8.712153059,2,0,19.71,3.28,2.71,1019.76,5377
2013-05-03,8.547802419,0,0,16.31,5.3,5.16,1017.3,5375
2013-05-04,9.03899944,2,0,17.79,7.17,2.26,1021.76,5373
2013-05-05,8.966461367,2,0,20.99,8.15,1.13,1020.13,5371
2013-05-06,8.814279649,2,0,19.82,6.68,2.07,1016.51,5371
2013-05-07,8.466664247,2,0,16.81,9.65,3.21,1007.4,5373
2013-05-08,8.659600819,0,0,14.28,5.48,7.13,1008.69,5371
2013-05-09,8.865800745,0,0,17.17,7.43,6.74,1010.14,5370
2013-05-10,8.758627746,0,0,13.18,5.99,4.83,1010.93,5370
2013-05-11,9.446321788,0,0,14.81,5.66,5.33,1014.56,5370
2013-05-12,9.978401379,0,0,14.06,5.51,6.61,1011.68,5369
2013-05-13,8.965449599,1,0,10.94,5.73,3.97,1003.62,5367
2013-05-14,9.464660459,0,0,13.64,4.12,5.86,994.19,5369
2013-05-15,9.409092941,2,0,15.13,4.78,1.64,999.92,5369
2013-05-16,8.988013979,1,0,11.3,5.77,2.35,1005.87,5365
2013-05-17,9.394855277,2,0,14.56,5.68,1.94,1008.08,5362
2013-05-18,9.310209584,2,0,17.85,7.71,2.12,1011.12,5363
2013-05-19,9.386164118,1,0,16.87,11.42,3.7,1011.37,5362
2013-05-20,9.170146428,0,0,16.22,9.39,4.21,1015.56,5361
2013-05-21,8.917130923,2,0,14.02,5.89,3.25,1018.45,5362
2013-05-22,8.976770894,0,0,10.26,1.88,4.18,1013.55,5360
2013-05-23,9.055114264,1,0,8.21,4.4,2.24,1009.4,5356
2013-05-24,9.739222242,2,0,14.87,3.72,3.46,1020.26,5359
2013-05-25,9.0750571,2,0,18.82,3.14,2.79,1018.43,5359
2013-05-26,8.737177677,2,0,17.28,4.06,4.34,1009.15,5358
2013-05-27,8.70495726,1,1,12.13,8.67,1.48,1000.65,5358
2013-05-28,9.147628524,1,0,12.79,8.79,2.14,1004.27,5357
2013-05-29,9.263524449,1,0,14.69,10.28,3.44,1010.33,5358
2013-05-30,9.206452101,2,0,21.68,10.44,3.45,1017.87,5355
2013-05-31,8.579501213,2,0,17.34,7.56,3.35,1022.85,5357
2013-06-01,8.622077483,2,0,18.83,5.82,2.4,1028.53,5356
2013-06-02,8.88780908,2,0,18.66,6.34,2.84,1031.47,5353
2013-06-03,8.261968254,2,0,20.07,6.01,4.16,1027,5355
2013-06-04,8.170551924,2,0,19.64,8.12,3.59,1021.53,5354
2013-06-05,8.158231833,2,1,20.88,8.33,4.28,1021.53,5353
2013-06-06,8.116726457,2,0,19.64,8.24,4.3,1023,5352
2013-06-07,8.213298372,0,0,17.06,7.26,5.44,1021.44,5349
2013-06-08,8.424399214,0,0,14.17,7.13,4.59,1016.69,5348
2013-06-09,9.32372746,2,0,14.56,6.35,1.67,1015.7,5346
2013-06-10,8.733235679,1,0,16.96,10.87,3,1013.81,5342
2013-06-11,8.608002246,0,0,16.96,13.22,5.94,1011.39,5343
2013-06-12,8.82305339,0,0,17.59,10.14,6.8,1011.04,5338
2013-06-13,8.700631973,2,0,18.81,8.18,4.12,1016.14,5342
2013-06-14,8.347853585,0,0,16.27,9.15,6.04,1008.6,5341
2013-06-15,8.808488948,2,0,17.34,8.74,3.05,1013.64,5338
2013-06-16,8.986405882,2,0,20.4,9.59,4.6,1014.05,5339
2013-06-17,8.369444923,2,0,20.33,13.19,0.97,1014.27,5338
2013-06-18,8.351868489,2,0,25.56,15.19,0.95,1014.65,5338
2013-06-19,8.170153587,2,0,20.19,14.68,1.34,1012.05,5339
2013-06-20,8.340346197,2,0,20.38,13.56,3.59,1010.05,5338
2013-06-21,8.229902754,0,0,17.54,11.12,6.78,1007.11,5337
2013-06-22,8.566564631,0,0,16.51,10.42,6.28,1009.25,5338
2013-06-23,9.17223449,2,0,16.1,7.04,4.16,1021.79,5335
2013-06-24,8.573445528,2,0,18.76,6.54,1.95,1028.61,5333
2013-06-25,8.171689784,2,0,20.61,8.75,1.98,1029.89,5335
2013-06-26,8.178193778,2,0,19.23,9.39,2.69,1026.49,5336
2013-06-27,8.246932185,1,0,20.16,13.92,3.46,1019.73,5338
2013-06-28,8.444966079,2,0,21.19,9.2,3.36,1022.39,5336
2013-06-29,8.252048557,2,0,25.17,13.17,4.28,1021.6,5334
2013-06-30,8.605311903,2,0,19.78,9.34,3.94,1017.04,5335
2013-07-01,8.254715652,2,0,17.5,9.93,3.08,1011.64,5335
2013-07-02,8.405735007,2,0,19.69,13,3.67,1008.35,5336
2013-07-03,8.351101444,2,0,22.89,13.32,3.97,1019.37,5333
2013-07-04,8.169004502,2,0,24.62,11.66,0.63,1028.43,5330
2013-07-05,8.120986659,2,0,26.47,12.57,1.34,1029.5,5322
2013-07-06,8.141051909,2,0,27.28,13.97,2.5,1031.56,5317
2013-07-07,8.473992851,2,0,25.18,12.9,3.92,1032.66,5316
2013-07-08,8.107475545,2,0,25.61,8.84,3.27,1028.39,5316
2013-07-09,7.999089779,2,0,23.19,11.16,3.88,1025.5,5313
2013-07-10,7.992271033,2,0,21.69,8.64,3.65,1025.45,5313
2013-07-11,7.914738713,2,0,23.92,11.49,1.84,1025.08,5316
2013-07-12,7.953670684,2,0,29.16,15.26,0.86,1023.97,5311
2013-07-13,8.077353983,2,0,27.83,14.39,0.86,1023.66,5311
2013-07-14,8.476492371,2,0,29.3,9.74,0.84,1023.14,5309
2013-07-15,8.208423512,2,0,29.2,13.56,0.48,1022.88,5308
2013-07-16,8.165656874,2,0,30.28,13.46,1.24,1023.84,5310
2013-07-17,8.213160482,2,0,27.56,13.54,3.24,1026.15,5309
2013-07-18,8.145552563,2,0,27.27,12.44,4.26,1025.17,5308
2013-07-19,8.019664909,2,0,22.49,14.4,4.37,1023.47,5309
2013-07-20,8.163581653,2,0,26.03,14.71,3.44,1019.71,5309
2013-07-21,8.348371842,2,0,32.16,15.81,1.62,1016.02,5306
2013-07-22,8.323633433,2,0,27.13,17.61,1.84,1013.38,5306
2013-07-23,8.361711727,2,0,26.24,14.13,3.59,1014.24,5304
2013-07-24,8.013182264,2,0,25.13,15.38,3.05,1012.93,5300
2013-07-25,8.108120354,2,0,26.19,12.7,1.6,1012.42,5301
2013-07-26,7.933001511,2,0,27.28,13.92,0.63,1006.91,5297
2013-07-27,8.218013404,2,0,23.14,13.99,5.02,1006.68,5297
2013-07-28,8.327164464,2,0,22.36,14.19,5.42,1011.33,5296
2013-07-29,8.044053258,2,0,20.91,15.21,3.99,1013.58,5295
2013-07-30,8.134429164,2,0,23.56,15.78,4.47,1015.34,5294
2013-07-31,8.098594825,2,0,32.4,16.92,3.68,1009.49,5294
2013-08-01,8.057475713,2,0,24.64,15.13,3.89,1008.75,5291
2013-08-02,8.129548686,2,0,23.17,13.17,4.85,1014.89,5289
2013-08-03,7.879859682,2,0,22.98,12.82,4.52,1019.02,5288
2013-08-04,8.216610292,2,0,22.72,14.37,3.13,1012.36,5286
2013-08-05,8.14593666,2,0,22.11,10.77,1.35,1015.69,5289
2013-08-06,7.857352318,2,0,21.49,10.71,2.95,1014.33,5285
2013-08-07,7.770033327,2,0,23.81,10.42,1.47,1019.26,5281
2013-08-08,7.81442822,2,0,23.85,12.55,3,1018.82,5280
2013-08-09,7.84034394,2,0,21.73,8.98,2.82,1021.99,5280
2013-08-10,7.86026567,2,0,22.76,10.78,3.8,1018.13,5281
2013-08-11,8.171933182,2,0,20.39,8.99,3.6,1016.89,5283
2013-08-12,7.932217318,2,0,19.8,9.51,3.63,1021.59,5278
2013-08-13,7.882584234,2,0,22.04,12.3,2.79,1022.81,5277
2013-08-14,7.858955862,2,0,23.46,15.78,4.44,1018.77,5279
2013-08-15,7.950178253,2,0,21.66,15.74,3.86,1015.02,5279
2013-08-16,8.014827396,0,0,20.22,13.68,5.13,1012.65,5278
2013-08-17,8.162498292,2,0,22.42,13.61,4.45,1009.48,5270
2013-08-18,8.34976758,2,0,22.02,9.32,3.25,1019.36,5262
2013-08-19,7.962153773,2,0,23.53,9.7,1.6,1027.38,5261
2013-08-20,7.79414131,2,0,25.57,11.59,2.36,1023.87,5265
2013-08-21,7.82149981,1,0,21.13,16.62,1.09,1019.89,5266
2013-08-22,8.186675281,2,0,26.03,15.58,3.34,1014.88,5263
2013-08-23,7.961714638,1,0,19.51,15.99,2.57,1010.79,5253
2013-08-24,8.418228336,2,0,22.74,14.34,2.66,1012.96,5251
2013-08-25,8.266430966,2,0,24.32,13.13,2.65,1018.33,5251
2013-08-26,8.148583047,2,1,22.78,10.67,1.89,1018.6,5250
2013-08-27,8.034243382,2,0,23.38,11.23,0.85,1022.24,5251
2013-08-28,7.953411082,2,0,23.19,9.62,2.75,1021.8,5252
2013-08-29,7.885183168,2,0,24.03,12.18,3.91,1019.63,5252
2013-08-30,7.991473534,2,0,19.87,8.51,3.37,1025.01,5252
2013-08-31,8.07820019,2,0,21.07,8.36,3.36,1029.46,5250
2013-09-01,8.574716516,2,0,24.94,12.37,3.28,1027,5249
2013-09-02,8.182441439,2,0,23.92,14.63,0.5,1027.04,5251
2013-09-03,8.175223005,2,0,27.04,14.8,1.86,1021.14,5251
2013-09-04,8.176592493,2,0,28.49,15.23,0.78,1011.32,5249
2013-09-05,8.226559641,2,0,18.32,12.51,1.92,1008.5,5248
2013-09-06,8.455640854,2,0,17.7,9.56,3.43,1013.82,5243
2013-09-07,8.475040236,1,0,16.86,8.91,2.74,1017.99,5244
2013-09-08,9.007384292,1,0,10.63,8.26,1.61,1018.08,5246
2013-09-09,8.962922974,0,0,16.65,8.89,4.22,1020.2,5245
2013-09-10,8.882036048,0,0,16.49,9.98,4.01,1020.96,5243
2013-09-11,9.013635756,1,0,18.02,12.51,1.24,1019.29,5241
2013-09-12,8.729890586,1,0,18.09,15.51,0.97,1017.09,5237
2013-09-13,8.996404429,1,0,13.85,9.98,2.95,1015.54,5237
2013-09-14,9.48044262,0,0,15.36,9.32,4.65,1010.26,5237
2013-09-15,10.06725411,0,0,14.08,5.26,5.55,1002.85,5234
2013-09-16,9.107003248,1,0,13.7,8.37,3.33,1000.28,5233
2013-09-17,9.406194955,1,0,15.18,8.8,3.44,1003.41,5232
2013-09-18,9.03724422,1,0,15.84,9.46,3.76,1010.33,5233
2013-09-19,9.285239999,2,0,18.41,9.13,2.45,1017.72,5225
2013-09-20,8.962726315,1,0,18.18,12.37,2.8,1024.26,5225
2013-09-21,9.216412452,1,0,18.84,15.16,1.96,1027.75,5220
2013-09-22,9.687751868,1,0,19.64,13.87,0.88,1024.98,5219
2013-09-23,8.983900171,1,0,21.47,13.61,1.18,1016.64,5219
2013-09-24,8.676955173,2,0,20.87,14.34,0.51,1011.86,5220
2013-09-25,8.710290995,2,0,18.88,11.82,3.1,1016.43,5220
2013-09-26,8.648313792,1,0,16.99,10.18,3.45,1016.27,5220
2013-09-27,8.678392063,0,0,18.36,11.73,4.46,1009.88,5216
2013-09-28,9.152620617,0,0,17.36,11.37,4.76,1006.89,5219
2013-09-29,9.602626366,2,0,18.81,11.64,3.68,1006.77,5219
2013-09-30,9.001143923,1,0,17.28,11.33,4.02,1009.02,5218
2013-10-01,9.069413051,1,0,19.02,13.64,3.51,1010.58,5210
2013-10-02,9.080615044,1,0,18.45,14.91,3.37,1008.9,5211
2013-10-03,9.040226339,1,0,20.82,15.39,4.04,1009.01,5209
2013-10-04,8.854963333,1,0,17.94,13.26,1.58,1019.72,5209
2013-10-05,9.318227917,2,0,19.19,10.39,1.53,1025.61,5208
2013-10-06,9.548689011,1,0,18.57,12.14,2.43,1025.51,5206
2013-10-07,9.117175373,1,0,19.62,13.79,3.13,1024.75,5206
2013-10-08,8.928814217,2,0,16.48,9.58,3.89,1019.97,5205
2013-10-09,9.101893352,0,0,11.82,3.67,6.07,1018.36,5204
2013-10-10,9.462990589,0,0,13.16,8.97,5.86,1017.55,5207
2013-10-11,10.03724016,1,0,14.17,8.53,2.36,1018.13,5209
2013-10-12,9.763197964,1,0,11.47,8.92,3.78,1010.8,5208
2013-10-13,11.14996638,1,0,11.34,8.1,3.71,1007.43,5206
2013-10-14,10.20691239,1,0,12.58,8.44,2.97,1010.38,5205
2013-10-15,9.813632378,1,0,14.87,8.97,1.84,1010.46,5201
2013-10-16,10.14875822,1,0,17.29,11.19,4.15,1013.27,5199
2013-10-17,9.63801617,1,0,17.16,12.04,2.76,1014.16,5195
2013-10-18,9.526485088,1,0,17.52,13.38,3.06,1005.58,5197
2013-10-19,9.789299403,1,0,17.04,12.21,4.29,1005.32,5197
2013-10-20,10.3389386,0,0,17.53,13.38,4.81,1005.88,5195
2013-10-21,9.638686237,0,0,18.03,14.21,4.84,997.55,5195
2013-10-22,9.464928021,0,0,16.53,10.86,5.29,998.6,5196
2013-10-23,9.332439353,1,0,16.91,9.37,2.1,1013.45,5194
2013-10-24,9.364714147,1,0,18.47,13.26,4.14,1005.16,5195
2013-10-25,9.340286869,0,0,16.66,12.75,6.35,1004.52,5194
2013-10-26,9.789108779,0,0,15.87,10.34,7.05,996.66,5194
2013-10-28,10.06772845,0,0,16.06,9.18,7.68,992.5,5196
2013-10-29,10.09748123,0,0,12.38,5.21,4.77,1010.58,5195
2013-10-30,10.1238211,1,0,13.57,6.24,3.67,1020.1,5193
2013-10-31,10.1675575,1,0,13.11,10.68,4.42,1016.56,5191
2013-11-01,9.999953188,1,0,13.97,10.82,2.95,1008.97,5191
2013-11-02,10.16359311,0,0,15.08,8.58,4.55,998.6,5193
2013-11-03,11.2443626,0,0,11.43,4.57,5.3,998.64,5193
2013-11-04,10.51698343,1,0,9.98,4.38,2.94,991.64,5190
2013-11-05,10.90324615,1,0,12.39,5.82,3.96,994.74,5188
2013-11-06,10.66067951,0,0,14.87,9.99,4.86,999.46,5189
2013-11-07,10.29996008,1,0,14.7,7.44,2.89,1006.38,5186
2013-11-08,10.72044202,1,0,11,6.02,2,1005.53,5183
2013-11-09,11.50452497,1,0,7.06,4.11,1.9,1006.05,5187
2013-11-10,11.74753797,1,0,9.22,2.49,2.61,1015.79,5188
2013-11-11,11.19723458,1,0,12.63,7.8,3.65,1022.52,5188
2013-11-12,10.59622107,1,0,13.11,8.19,2.26,1026.13,5184
2013-11-13,10.88294215,1,0,9.94,3.22,2.3,1032,5186
2013-11-14,10.84609412,0,0,9.62,3.61,4.6,1023.75,5185
2013-11-15,10.98082739,1,0,9.25,1.52,2.57,1032.71,5185
2013-11-16,11.49072674,1,0,9.14,3.66,1.4,1031.84,5182
2013-11-17,12.08681351,1,0,9.57,6.73,0.87,1024.24,5180
2013-11-18,11.2331702,1,0,9.3,7.23,1.77,1010.92,5182
2013-11-19,11.28150609,0,0,6.78,-0.34,3.57,1013.76,5173
2013-11-20,12.03072905,1,0,6.38,0.72,3.41,1003.95,5167
2013-11-21,11.82998663,0,0,7.91,1.82,4.83,1004.26,5162
2013-11-22,11.70728372,0,0,7.89,1.52,4.31,1017.66,5160
2013-11-23,11.9783007,1,0,7.41,2.72,3.37,1024.21,5158
2013-11-24,12.65442507,1,0,8.02,3.17,3.55,1030.42,5138
2013-11-25,11.76603211,1,0,7.29,2.08,3.33,1037.52,5138
2013-11-26,11.62321059,1,0,7.23,0.86,2.17,1038.71,5138
2013-11-27,11.48943979,1,0,10.32,6.37,1.35,1033.95,5132
2013-11-28,11.23878815,1,0,9.9,6.94,1.23,1034.64,5131
2013-11-29,11.18102261,0,0,10.18,4.59,4.4,1026.65,5130
2013-11-30,11.71671476,0,0,8.38,2.1,3.68,1027.3,5129
2013-12-01,12.46528491,1,0,9.42,3.48,1.02,1032.9,5128
2013-12-02,11.43227443,1,0,9.42,4.41,1.36,1033.95,5127
2013-12-03,11.62398927,1,0,7.22,1.56,0.96,1029.5,5125
2013-12-04,11.56952097,1,0,8.91,2.22,2.87,1029.19,5125
2013-12-05,12.02300117,0,0,10.29,0.94,6.12,1023.72,5127
2013-12-06,11.80660078,0,0,7.85,0.71,3.92,1027.65,5120
2013-12-07,12.15904277,1,0,8.72,5.06,3.71,1026.6,5120
2013-12-08,12.29223375,0,0,11.24,5.36,4.56,1025.35,5121
2013-12-09,11.42326992,1,0,11.01,5.74,2.69,1028.84,5120
2013-12-10,11.58514822,1,0,9.03,3.99,1.35,1031.32,5114
2013-12-11,11.90931194,1,0,6.4,2.51,1.45,1029.46,5110
2013-12-12,11.8496974,1,0,8.98,4.39,2.28,1024.86,5109
2013-12-13,11.59276854,1,0,11.73,7.79,3.44,1019.67,5111
2013-12-14,11.95993349,0,0,11.33,5.16,5.45,1022.45,5112
2013-12-15,12.49133209,0,0,12.54,9.59,6.12,1019.25,5110
2013-12-16,11.36490292,0,0,12.89,9.68,5.57,1016.66,5109
2013-12-17,11.57371403,1,0,7.4,4.36,1.29,1021.59,5109
